rh.aparc.a2009s.area	rh_G_and_S_frontomargin_area	rh_G_and_S_occipital_inf_area	rh_G_and_S_paracentral_area	rh_G_and_S_subcentral_area	rh_G_and_S_transv_frontopol_area	rh_G_and_S_cingul-Ant_area	rh_G_and_S_cingul-Mid-Ant_area	rh_G_and_S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg_and_S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet_and_P_trans_area	rh_S_oc_middle_and_Lunatus_area	rh_S_oc_sup_and_transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med_and_Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area
7041/	44.0	18.0	209.0	171.0	62.0	178.0	96.0	78.0	0.0	0.0	0.0	108.0	34.0	37.0	237.0	583.0	49.0	55.0	493.0	95.0	0.0	0.0	61.0	281.0	274.0	246.0	220.0	197.0	169.0	86.0	79.0	60.0	11.0	102.0	21.0	46.0	2.0	167.0	30.0	9.0	130.0	67.0	0.0	0.0	231.0	105.0	41.0	83.0	136.0	0.0	0.0	137.0	113.0	148.0	37.0	270.0	68.0	130.0	134.0	0.0	0.0	22.0	41.0	90.0	0.0	67.0	206.0	125.0	93.0	0.0	33.0	7.0	490.0	9.0	7616.9
7055/	78.0	141.0	45.0	145.0	111.0	89.0	0.0	0.0	0.0	0.0	0.0	143.0	35.0	105.0	554.0	539.0	12.0	68.0	311.0	195.0	67.0	55.0	0.0	219.0	461.0	369.0	391.0	327.0	481.0	44.0	0.0	0.0	27.0	244.0	29.0	190.0	82.0	189.0	24.0	15.0	209.0	292.0	24.0	0.0	531.0	0.0	73.0	185.0	321.0	0.0	2.0	377.0	274.0	535.0	38.0	322.0	138.0	163.0	125.0	31.0	6.0	28.0	11.0	111.0	0.0	0.0	320.0	355.0	475.0	0.0	0.0	99.0	912.0	7.0	11750.6
7105/	561.0	931.0	795.0	1050.0	495.0	1713.0	1004.0	963.0	300.0	203.0	1400.0	868.0	303.0	515.0	2502.0	3821.0	320.0	305.0	1147.0	1223.0	1206.0	1889.0	715.0	1523.0	1822.0	1254.0	1423.0	1227.0	1798.0	1387.0	420.0	254.0	214.0	1217.0	352.0	400.0	1316.0	1775.0	268.0	127.0	854.0	2032.0	1069.0	1788.0	2163.0	709.0	328.0	775.0	858.0	306.0	366.0	1295.0	1130.0	1522.0	153.0	1872.0	606.0	849.0	350.0	523.0	767.0	243.0	439.0	842.0	1248.0	969.0	1370.0	1156.0	900.0	170.0	547.0	631.0	3479.0	144.0	73451.6
7106/	521.0	733.0	853.0	802.0	643.0	1893.0	1032.0	796.0	324.0	151.0	1164.0	739.0	352.0	940.0	2184.0	4854.0	247.0	409.0	1152.0	1036.0	1016.0	1598.0	724.0	1576.0	1915.0	1727.0	1504.0	1198.0	1776.0	1520.0	478.0	230.0	225.0	1160.0	354.0	464.0	1717.0	2137.0	366.0	175.0	941.0	1788.0	1079.0	1491.0	2200.0	752.0	367.0	794.0	973.0	428.0	382.0	1148.0	1306.0	1433.0	287.0	1948.0	214.0	858.0	508.0	497.0	1233.0	313.0	421.0	843.0	1207.0	1042.0	1334.0	954.0	1065.0	172.0	492.0	714.0	3498.0	217.0	75577.6
7108/	622.0	839.0	751.0	769.0	864.0	1834.0	945.0	914.0	431.0	200.0	871.0	719.0	156.0	546.0	2278.0	4015.0	293.0	374.0	1247.0	862.0	1429.0	2209.0	718.0	1642.0	2423.0	1525.0	2036.0	1356.0	1808.0	2283.0	434.0	92.0	272.0	1311.0	446.0	405.0	1133.0	1936.0	305.0	141.0	933.0	1944.0	1260.0	1494.0	2330.0	768.0	367.0	707.0	926.0	448.0	354.0	1202.0	1309.0	1437.0	204.0	2528.0	534.0	986.0	583.0	652.0	1402.0	153.0	288.0	952.0	754.0	1066.0	1526.0	1130.0	722.0	260.0	1302.0	637.0	4000.0	230.0	78819.6
7118/	162.0	0.0	0.0	126.0	250.0	25.0	143.0	106.0	0.0	0.0	0.0	208.0	24.0	183.0	776.0	944.0	93.0	90.0	0.0	0.0	82.0	0.0	211.0	435.0	442.0	609.0	27.0	422.0	320.0	0.0	0.0	0.0	31.0	300.0	82.0	146.0	180.0	480.0	78.0	88.0	273.0	0.0	186.0	0.0	377.0	0.0	76.0	485.0	802.0	83.0	0.0	469.0	322.0	590.0	94.0	493.0	0.0	0.0	25.0	40.0	63.0	63.0	5.0	331.0	0.0	12.0	569.0	371.0	401.0	0.0	0.0	141.0	1270.0	89.0	14693.6
7148/	229.0	171.0	278.0	184.0	200.0	466.0	181.0	226.0	1.0	0.0	119.0	229.0	32.0	239.0	362.0	1064.0	123.0	99.0	372.0	195.0	166.0	29.0	595.0	446.0	398.0	477.0	490.0	436.0	508.0	249.0	310.0	224.0	65.0	289.0	94.0	144.0	333.0	411.0	49.0	25.0	263.0	508.0	223.0	0.0	525.0	192.0	165.0	155.0	201.0	68.0	58.0	155.0	212.0	302.0	83.0	562.0	106.0	140.0	134.0	68.0	63.0	5.0	138.0	91.0	102.0	30.0	427.0	355.0	282.0	64.0	79.0	39.0	944.0	37.0	17282.5
7151/	733.0	1017.0	788.0	982.0	580.0	1922.0	1082.0	958.0	363.0	218.0	1488.0	1161.0	267.0	808.0	2521.0	5675.0	277.0	499.0	1521.0	1531.0	1655.0	2142.0	815.0	1911.0	1783.0	1944.0	1874.0	1329.0	1950.0	1960.0	670.0	266.0	303.0	1460.0	378.0	641.0	1577.0	2201.0	355.0	182.0	1007.0	2319.0	1163.0	1833.0	2286.0	898.0	314.0	898.0	1001.0	431.0	585.0	1324.0	1317.0	1700.0	394.0	2070.0	897.0	1100.0	574.0	935.0	1409.0	270.0	697.0	1002.0	1561.0	1169.0	1749.0	1378.0	874.0	311.0	829.0	872.0	4985.0	280.0	90221.8
7152/	566.0	786.0	842.0	756.0	779.0	1615.0	880.0	874.0	336.0	202.0	1207.0	718.0	215.0	678.0	2035.0	4160.0	340.0	381.0	1412.0	937.0	1270.0	1707.0	801.0	1760.0	1707.0	1635.0	1389.0	1115.0	1380.0	1444.0	532.0	231.0	226.0	1053.0	289.0	347.0	1538.0	1670.0	228.0	142.0	974.0	2058.0	1029.0	1789.0	2086.0	875.0	412.0	838.0	1012.0	350.0	211.0	1042.0	1108.0	1853.0	357.0	1963.0	780.0	945.0	353.0	457.0	1122.0	315.0	599.0	791.0	1408.0	823.0	1305.0	690.0	773.0	317.0	510.0	682.0	3141.0	208.0	73359.8
7163/	716.0	1330.0	908.0	767.0	926.0	2124.0	1381.0	1281.0	508.0	204.0	1636.0	957.0	299.0	895.0	3075.0	4538.0	300.0	490.0	1756.0	1702.0	1398.0	2082.0	829.0	1701.0	2392.0	1891.0	1404.0	1604.0	1883.0	1860.0	476.0	257.0	306.0	1432.0	415.0	488.0	1554.0	2461.0	297.0	90.0	912.0	2420.0	1259.0	1702.0	2238.0	859.0	414.0	939.0	884.0	697.0	369.0	2468.0	1741.0	1958.0	506.0	2087.0	738.0	1160.0	428.0	736.0	1498.0	358.0	401.0	1009.0	1311.0	792.0	1691.0	1185.0	845.0	222.0	740.0	886.0	5091.0	246.0	91401.9
7168/	908.0	847.0	1000.0	1211.0	1342.0	2020.0	1313.0	1257.0	389.0	175.0	1512.0	977.0	255.0	581.0	3450.0	6265.0	333.0	393.0	2212.0	1402.0	971.0	2293.0	904.0	2277.0	3128.0	2088.0	1961.0	1488.0	1880.0	1680.0	620.0	235.0	300.0	1599.0	663.0	607.0	2062.0	2610.0	294.0	189.0	1045.0	2702.0	1387.0	1627.0	2156.0	1117.0	467.0	869.0	1185.0	674.0	586.0	1615.0	1782.0	2688.0	410.0	2383.0	819.0	1352.0	650.0	595.0	1762.0	211.0	475.0	1270.0	1418.0	1383.0	2107.0	1289.0	1104.0	267.0	700.0	932.0	5057.0	214.0	99985.7
7170/	780.0	1168.0	1160.0	1133.0	901.0	2306.0	1264.0	1172.0	424.0	167.0	1281.0	1020.0	361.0	835.0	3361.0	4938.0	335.0	473.0	1777.0	1352.0	1343.0	1542.0	952.0	2044.0	2068.0	1909.0	1475.0	1602.0	1820.0	2012.0	508.0	345.0	365.0	1310.0	566.0	610.0	1782.0	2326.0	323.0	207.0	1151.0	2840.0	1187.0	1526.0	2179.0	955.0	471.0	766.0	1297.0	880.0	420.0	1479.0	2375.0	2293.0	256.0	2085.0	921.0	1254.0	618.0	983.0	1386.0	334.0	472.0	1025.0	1594.0	1645.0	1534.0	965.0	1314.0	218.0	1010.0	980.0	5346.0	333.0	95412.9
7206/	711.0	585.0	751.0	983.0	576.0	1797.0	1052.0	900.0	396.0	153.0	1097.0	827.0	356.0	555.0	2287.0	3998.0	305.0	315.0	1466.0	1141.0	1397.0	1797.0	929.0	1843.0	1978.0	1951.0	1783.0	1023.0	1490.0	1424.0	499.0	230.0	287.0	1205.0	466.0	719.0	1444.0	1812.0	194.0	207.0	1048.0	1689.0	1071.0	1426.0	1842.0	906.0	441.0	772.0	860.0	763.0	211.0	1350.0	1429.0	1591.0	527.0	2089.0	624.0	1346.0	350.0	706.0	1377.0	310.0	554.0	1004.0	1293.0	896.0	1760.0	909.0	867.0	240.0	614.0	664.0	3987.0	157.0	78599.0
7207/	580.0	820.0	794.0	885.0	890.0	1823.0	781.0	938.0	369.0	161.0	1334.0	825.0	273.0	835.0	2504.0	4603.0	244.0	251.0	1552.0	1102.0	1141.0	2133.0	825.0	1988.0	2084.0	1787.0	1557.0	1233.0	1402.0	2007.0	549.0	263.0	289.0	1218.0	585.0	644.0	1577.0	1882.0	281.0	140.0	1034.0	1773.0	1043.0	1500.0	1707.0	868.0	408.0	712.0	825.0	659.0	315.0	1482.0	1350.0	1626.0	188.0	1902.0	660.0	1045.0	438.0	417.0	1414.0	334.0	500.0	1067.0	1341.0	896.0	1504.0	1348.0	671.0	238.0	767.0	611.0	4148.0	207.0	80147.2
7229/	677.0	662.0	848.0	986.0	722.0	2343.0	1129.0	1013.0	262.0	130.0	1299.0	942.0	375.0	878.0	2748.0	5184.0	289.0	316.0	1566.0	1117.0	996.0	2318.0	739.0	1764.0	1969.0	1640.0	1513.0	1472.0	1667.0	2034.0	494.0	247.0	254.0	1395.0	436.0	488.0	1856.0	2152.0	304.0	75.0	993.0	1940.0	1279.0	1654.0	2110.0	934.0	332.0	673.0	958.0	768.0	283.0	1503.0	862.0	1881.0	397.0	2073.0	511.0	920.0	458.0	650.0	1076.0	291.0	518.0	905.0	1195.0	925.0	1883.0	1140.0	731.0	164.0	687.0	841.0	4460.0	194.0	83489.5
7230/	758.0	1002.0	1315.0	1151.0	712.0	2243.0	1040.0	1115.0	338.0	252.0	1697.0	1031.0	220.0	875.0	3002.0	5264.0	321.0	405.0	1526.0	1587.0	1319.0	2436.0	925.0	1826.0	2484.0	2524.0	1829.0	1927.0	2219.0	1720.0	527.0	140.0	361.0	1623.0	481.0	525.0	1603.0	2315.0	425.0	237.0	1009.0	2291.0	1007.0	2256.0	2341.0	916.0	468.0	769.0	968.0	807.0	251.0	1401.0	1263.0	1795.0	529.0	2235.0	813.0	1260.0	368.0	596.0	1285.0	212.0	499.0	993.0	1300.0	893.0	1678.0	1664.0	872.0	180.0	581.0	578.0	4619.0	257.0	92255.4
7286/	631.0	1251.0	701.0	874.0	883.0	1896.0	909.0	759.0	445.0	210.0	1334.0	932.0	179.0	754.0	2984.0	4891.0	311.0	522.0	1300.0	1208.0	1216.0	1861.0	1069.0	1945.0	1659.0	2872.0	1756.0	1480.0	1796.0	1743.0	588.0	207.0	329.0	1398.0	618.0	655.0	1548.0	1955.0	299.0	162.0	1167.0	2200.0	1175.0	1540.0	1848.0	848.0	527.0	862.0	1151.0	860.0	302.0	1770.0	1392.0	1783.0	176.0	2497.0	246.0	1330.0	771.0	625.0	1132.0	301.0	539.0	887.0	1296.0	933.0	1722.0	1345.0	1050.0	207.0	937.0	657.0	4115.0	170.0	86490.3
7287/	630.0	1137.0	888.0	1189.0	792.0	2176.0	1001.0	1060.0	351.0	151.0	1348.0	1026.0	278.0	967.0	3794.0	5240.0	397.0	491.0	1370.0	1235.0	1076.0	1871.0	1077.0	2078.0	1795.0	2589.0	1997.0	1461.0	1997.0	2445.0	536.0	282.0	391.0	1440.0	574.0	839.0	1851.0	2451.0	408.0	294.0	1249.0	2002.0	1212.0	1756.0	2103.0	1254.0	527.0	999.0	1225.0	960.0	691.0	1507.0	1909.0	2380.0	373.0	2343.0	701.0	908.0	582.0	566.0	1244.0	404.0	616.0	1049.0	1551.0	838.0	1604.0	1185.0	1345.0	241.0	1056.0	948.0	4637.0	225.0	95161.4
7289/	658.0	645.0	907.0	975.0	836.0	2181.0	1032.0	1035.0	355.0	190.0	1454.0	1042.0	234.0	1049.0	2594.0	4666.0	320.0	502.0	1359.0	1233.0	1270.0	2205.0	867.0	2046.0	1945.0	2120.0	1807.0	1577.0	1636.0	1858.0	588.0	269.0	296.0	1297.0	529.0	654.0	1625.0	2248.0	297.0	248.0	1178.0	2327.0	1320.0	1611.0	2116.0	931.0	456.0	839.0	1047.0	683.0	376.0	1594.0	1861.0	2066.0	313.0	2425.0	351.0	1091.0	321.0	677.0	1318.0	322.0	626.0	1089.0	1577.0	995.0	1802.0	1112.0	787.0	165.0	972.0	790.0	4020.0	267.0	88069.6
7290/	633.0	809.0	636.0	774.0	852.0	1729.0	958.0	940.0	234.0	177.0	1191.0	861.0	298.0	647.0	1840.0	5012.0	238.0	414.0	1223.0	940.0	886.0	1402.0	963.0	1511.0	1381.0	1698.0	1434.0	1122.0	1564.0	1491.0	539.0	204.0	211.0	1246.0	399.0	645.0	1352.0	1599.0	262.0	87.0	957.0	1875.0	1087.0	1448.0	1772.0	821.0	488.0	788.0	981.0	640.0	326.0	1146.0	1461.0	1711.0	244.0	1922.0	245.0	944.0	377.0	389.0	821.0	304.0	449.0	755.0	1154.0	622.0	1501.0	909.0	1310.0	194.0	812.0	395.0	3485.0	189.0	72923.7
7293/	653.0	1121.0	806.0	896.0	817.0	1523.0	839.0	790.0	354.0	202.0	1286.0	870.0	259.0	828.0	2871.0	4249.0	354.0	441.0	1419.0	1180.0	1104.0	1650.0	750.0	1603.0	1600.0	2126.0	1869.0	1562.0	1501.0	1754.0	523.0	183.0	254.0	1052.0	461.0	598.0	1831.0	1620.0	347.0	197.0	920.0	1955.0	1206.0	1448.0	1908.0	870.0	308.0	794.0	1039.0	728.0	450.0	1384.0	1344.0	2039.0	250.0	2153.0	646.0	857.0	572.0	461.0	1101.0	165.0	427.0	753.0	1491.0	782.0	1797.0	1245.0	954.0	105.0	704.0	758.0	3367.0	192.0	79513.3
7321/	857.0	515.0	857.0	845.0	846.0	2199.0	1274.0	1098.0	414.0	212.0	1311.0	625.0	301.0	651.0	3295.0	3867.0	299.0	528.0	1357.0	1019.0	1007.0	2007.0	1026.0	1936.0	2308.0	1482.0	1874.0	1303.0	1753.0	1921.0	403.0	278.0	207.0	1071.0	459.0	367.0	1833.0	2102.0	223.0	122.0	896.0	2395.0	1104.0	1586.0	1903.0	918.0	509.0	739.0	915.0	813.0	437.0	1681.0	1833.0	1547.0	183.0	2149.0	810.0	555.0	398.0	504.0	1198.0	236.0	486.0	1053.0	1257.0	1291.0	1777.0	1156.0	1093.0	163.0	756.0	1039.0	4251.0	194.0	83876.9
7341/	684.0	1012.0	1080.0	791.0	653.0	2219.0	1288.0	1176.0	290.0	138.0	1600.0	1085.0	253.0	799.0	2634.0	4265.0	289.0	457.0	1457.0	1199.0	1281.0	2033.0	828.0	1560.0	2073.0	1794.0	1745.0	1241.0	1625.0	1625.0	502.0	272.0	245.0	1219.0	500.0	359.0	1475.0	2167.0	336.0	131.0	872.0	1846.0	1174.0	1979.0	1991.0	991.0	403.0	706.0	968.0	771.0	386.0	1227.0	1498.0	1747.0	275.0	2216.0	496.0	942.0	351.0	483.0	1019.0	279.0	558.0	786.0	1416.0	896.0	1162.0	1170.0	922.0	248.0	484.0	604.0	4149.0	239.0	81637.4
7359/	32.0	0.0	134.0	218.0	227.0	171.0	0.0	0.0	0.0	0.0	190.0	169.0	8.0	138.0	706.0	737.0	15.0	63.0	28.0	55.0	0.0	68.0	669.0	184.0	484.0	805.0	609.0	568.0	576.0	248.0	139.0	59.0	38.0	29.0	22.0	89.0	0.0	0.0	36.0	0.0	237.0	54.0	0.0	105.0	942.0	64.0	18.0	50.0	231.0	0.0	0.0	428.0	504.0	561.0	167.0	758.0	0.0	50.0	0.0	0.0	0.0	30.0	131.0	9.0	188.0	0.0	734.0	753.0	311.0	61.0	164.0	0.0	126.0	35.0	14223.7
7366/	862.0	942.0	1137.0	1261.0	875.0	2209.0	979.0	959.0	317.0	154.0	1346.0	927.0	223.0	762.0	3021.0	5172.0	377.0	451.0	1364.0	1050.0	1653.0	1642.0	1193.0	1850.0	2107.0	2190.0	1116.0	1811.0	2144.0	1452.0	543.0	267.0	279.0	1474.0	570.0	726.0	1827.0	2197.0	331.0	182.0	1131.0	2009.0	1243.0	1815.0	2779.0	894.0	386.0	809.0	980.0	842.0	387.0	1492.0	1740.0	1619.0	94.0	2262.0	730.0	944.0	395.0	678.0	1465.0	345.0	401.0	909.0	1403.0	903.0	1459.0	1238.0	439.0	257.0	489.0	758.0	4755.0	233.0	88226.7
7367/	815.0	758.0	876.0	1054.0	917.0	2328.0	1022.0	1093.0	474.0	230.0	1494.0	1203.0	187.0	981.0	3539.0	5337.0	490.0	557.0	2216.0	1280.0	1653.0	2161.0	1181.0	2302.0	2438.0	2639.0	2619.0	1758.0	1826.0	1966.0	541.0	231.0	295.0	1152.0	642.0	463.0	2602.0	2654.0	345.0	237.0	970.0	2318.0	1252.0	1919.0	2171.0	1074.0	439.0	855.0	1342.0	857.0	355.0	1789.0	1532.0	2079.0	496.0	3052.0	993.0	1473.0	438.0	980.0	1991.0	404.0	700.0	1117.0	1549.0	1473.0	2208.0	1252.0	932.0	327.0	1430.0	1265.0	5206.0	204.0	103000.0
7368/	747.0	875.0	1024.0	1000.0	843.0	1928.0	959.0	1109.0	407.0	240.0	1603.0	750.0	291.0	687.0	3478.0	4781.0	345.0	416.0	1791.0	1330.0	1297.0	1931.0	848.0	2033.0	2540.0	2124.0	1807.0	1581.0	1977.0	1753.0	523.0	202.0	247.0	1492.0	450.0	687.0	2125.0	2713.0	366.0	147.0	1085.0	2159.0	1386.0	1747.0	2522.0	990.0	327.0	990.0	939.0	514.0	324.0	1509.0	1979.0	1638.0	255.0	2591.0	620.0	1423.0	586.0	872.0	1660.0	364.0	604.0	1198.0	1420.0	994.0	1629.0	1296.0	716.0	311.0	621.0	1060.0	4653.0	151.0	92579.1
7515/	149.0	319.0	216.0	183.0	106.0	483.0	0.0	30.0	0.0	77.0	287.0	422.0	58.0	125.0	581.0	783.0	184.0	71.0	995.0	292.0	283.0	271.0	977.0	567.0	935.0	826.0	726.0	573.0	688.0	75.0	246.0	336.0	82.0	454.0	95.0	202.0	243.0	561.0	10.0	0.0	275.0	530.0	249.0	78.0	589.0	5.0	101.0	250.0	269.0	151.0	83.0	339.0	201.0	530.0	172.0	854.0	282.0	356.0	150.0	150.0	284.0	46.0	116.0	253.0	160.0	134.0	491.0	451.0	173.0	3.0	0.0	141.0	1444.0	22.0	22844.1
7516/	787.0	842.0	1167.0	948.0	862.0	2076.0	1314.0	1173.0	317.0	235.0	1623.0	809.0	272.0	796.0	3059.0	4815.0	379.0	507.0	1853.0	1308.0	1091.0	2070.0	851.0	1792.0	1800.0	2253.0	1790.0	1588.0	1701.0	2068.0	634.0	291.0	359.0	1220.0	443.0	493.0	1547.0	1864.0	360.0	158.0	1111.0	2028.0	1304.0	2269.0	2316.0	899.0	329.0	796.0	1000.0	631.0	486.0	1810.0	1288.0	1738.0	399.0	1568.0	861.0	1330.0	445.0	701.0	1392.0	278.0	663.0	821.0	1570.0	985.0	1832.0	1059.0	643.0	197.0	604.0	664.0	3734.0	164.0	87426.4
7576/	56.0	124.0	141.0	161.0	84.0	226.0	79.0	39.0	0.0	0.0	120.0	129.0	36.0	96.0	378.0	748.0	2.0	88.0	234.0	139.0	136.0	61.0	641.0	327.0	381.0	451.0	305.0	264.0	294.0	244.0	154.0	110.0	28.0	165.0	81.0	13.0	301.0	266.0	37.0	12.0	211.0	297.0	167.0	68.0	329.0	57.0	71.0	108.0	133.0	44.0	64.0	176.0	102.0	212.0	4.0	441.0	70.0	86.0	43.0	33.0	56.0	11.0	101.0	74.0	159.0	145.0	287.0	167.0	109.0	12.0	29.0	31.0	734.0	0.0	11779.4
7581/	264.0	352.0	332.0	526.0	341.0	765.0	192.0	228.0	111.0	57.0	515.0	539.0	130.0	244.0	1769.0	1430.0	71.0	123.0	630.0	488.0	603.0	511.0	147.0	808.0	885.0	893.0	856.0	673.0	620.0	1050.0	601.0	82.0	69.0	524.0	103.0	187.0	545.0	665.0	745.0	48.0	333.0	980.0	450.0	524.0	820.0	451.0	229.0	361.0	799.0	157.0	67.0	668.0	502.0	671.0	229.0	1197.0	166.0	345.0	233.0	269.0	364.0	21.0	214.0	383.0	530.0	214.0	802.0	341.0	520.0	123.0	482.0	343.0	1409.0	100.0	35019.9
7620/	338.0	297.0	556.0	329.0	479.0	679.0	369.0	252.0	40.0	152.0	369.0	375.0	162.0	271.0	1215.0	2743.0	189.0	411.0	786.0	651.0	611.0	630.0	633.0	643.0	1128.0	908.0	964.0	748.0	644.0	907.0	129.0	61.0	48.0	519.0	223.0	133.0	848.0	989.0	81.0	51.0	540.0	919.0	473.0	529.0	848.0	301.0	152.0	292.0	321.0	187.0	111.0	456.0	50.0	733.0	210.0	1024.0	171.0	410.0	272.0	227.0	428.0	120.0	90.0	409.0	544.0	63.0	634.0	292.0	324.0	0.0	320.0	138.0	1660.0	36.0	34846.9
7636/	51.0	137.0	225.0	131.0	103.0	99.0	4.0	14.0	1.0	21.0	131.0	199.0	53.0	148.0	305.0	865.0	57.0	67.0	262.0	235.0	25.0	256.0	28.0	322.0	339.0	369.0	232.0	321.0	545.0	188.0	40.0	14.0	67.0	62.0	36.0	150.0	99.0	84.0	25.0	38.0	135.0	607.0	0.0	202.0	530.0	112.0	68.0	150.0	220.0	0.0	55.0	215.0	279.0	330.0	16.0	463.0	38.0	196.0	102.0	12.0	54.0	24.0	65.0	110.0	141.0	6.0	439.0	137.0	159.0	4.0	136.0	18.0	351.0	0.0	11721.5
7690/	621.0	1044.0	829.0	909.0	448.0	1563.0	1170.0	995.0	422.0	169.0	1536.0	973.0	160.0	976.0	3240.0	4419.0	323.0	457.0	1689.0	1164.0	1246.0	1974.0	841.0	1755.0	1330.0	2266.0	1402.0	1225.0	1708.0	1828.0	516.0	336.0	363.0	1129.0	429.0	564.0	1853.0	1779.0	285.0	133.0	1062.0	2296.0	1202.0	1931.0	2328.0	908.0	449.0	792.0	1095.0	731.0	208.0	1622.0	1193.0	1586.0	201.0	1784.0	897.0	1171.0	742.0	453.0	1224.0	357.0	575.0	944.0	1487.0	1010.0	1676.0	997.0	1162.0	295.0	926.0	944.0	3701.0	189.0	84209.7
7802/	663.0	730.0	1105.0	1135.0	716.0	1931.0	1006.0	1094.0	310.0	212.0	1388.0	961.0	214.0	887.0	2763.0	4346.0	315.0	533.0	1335.0	1177.0	1117.0	1833.0	953.0	1858.0	1902.0	2263.0	2264.0	1515.0	2052.0	2062.0	588.0	411.0	380.0	1356.0	545.0	664.0	2031.0	2167.0	309.0	207.0	1357.0	2242.0	1260.0	1649.0	2247.0	778.0	461.0	964.0	1144.0	873.0	307.0	1514.0	1826.0	2284.0	218.0	2169.0	762.0	1051.0	629.0	660.0	1195.0	350.0	610.0	954.0	1604.0	1318.0	1809.0	1489.0	888.0	256.0	792.0	791.0	3402.0	331.0	89484.4
7803/	646.0	840.0	817.0	1116.0	859.0	1856.0	994.0	1073.0	415.0	198.0	1410.0	1224.0	230.0	813.0	3219.0	5785.0	350.0	503.0	1783.0	1286.0	1396.0	1709.0	906.0	2123.0	1489.0	1824.0	1833.0	1449.0	1609.0	1535.0	587.0	241.0	350.0	1455.0	499.0	560.0	1818.0	1818.0	289.0	123.0	1177.0	2284.0	1248.0	1661.0	1832.0	846.0	461.0	961.0	1234.0	462.0	517.0	1536.0	1611.0	2294.0	238.0	2147.0	863.0	1173.0	839.0	738.0	1289.0	334.0	518.0	1036.0	1569.0	1118.0	1739.0	1229.0	911.0	238.0	798.0	715.0	3888.0	230.0	88761.2
